time,H_1,H_2,H_3,cry_1,cry_2,cry_3,disloc_density,disp_x,disp_y,disp_z,fp_yy,gd_0,gd_1,gd_10,gd_11,gd_12,gd_13,gd_14,gd_15,gd_16,gd_17,gd_18,gd_19,gd_2,gd_20,gd_21,gd_22,gd_23,gd_24,gd_25,gd_26,gd_27,gd_28,gd_29,gd_3,gd_30,gd_31,gd_32,gd_33,gd_34,gd_35,gd_36,gd_37,gd_38,gd_39,gd_4,gd_40,gd_41,gd_42,gd_43,gd_44,gd_45,gd_46,gd_47,gd_5,gd_6,gd_7,gd_8,gd_9,slip_increment_0,slip_increment_1,slip_increment_10,slip_increment_11,slip_increment_12,slip_increment_13,slip_increment_14,slip_increment_15,slip_increment_16,slip_increment_17,slip_increment_18,slip_increment_19,slip_increment_2,slip_increment_20,slip_increment_21,slip_increment_22,slip_increment_23,slip_increment_24,slip_increment_25,slip_increment_26,slip_increment_27,slip_increment_28,slip_increment_29,slip_increment_3,slip_increment_30,slip_increment_31,slip_increment_32,slip_increment_33,slip_increment_34,slip_increment_35,slip_increment_36,slip_increment_37,slip_increment_38,slip_increment_39,slip_increment_4,slip_increment_40,slip_increment_41,slip_increment_42,slip_increment_43,slip_increment_44,slip_increment_45,slip_increment_46,slip_increment_47,slip_increment_5,slip_increment_6,slip_increment_7,slip_increment_8,slip_increment_9,slip_resistance_0,slip_resistance_1,slip_resistance_10,slip_resistance_11,slip_resistance_12,slip_resistance_13,slip_resistance_14,slip_resistance_15,slip_resistance_16,slip_resistance_17,slip_resistance_18,slip_resistance_19,slip_resistance_2,slip_resistance_20,slip_resistance_21,slip_resistance_22,slip_resistance_23,slip_resistance_24,slip_resistance_25,slip_resistance_26,slip_resistance_27,slip_resistance_28,slip_resistance_29,slip_resistance_3,slip_resistance_30,slip_resistance_31,slip_resistance_32,slip_resistance_33,slip_resistance_34,slip_resistance_35,slip_resistance_36,slip_resistance_37,slip_resistance_38,slip_resistance_39,slip_resistance_4,slip_resistance_40,slip_resistance_41,slip_resistance_42,slip_resistance_43,slip_resistance_44,slip_resistance_45,slip_resistance_46,slip_resistance_47,slip_resistance_5,slip_resistance_6,slip_resistance_7,slip_resistance_8,slip_resistance_9,sliprate,stress_vm,stress_xx,stress_yy,stress_zz,total_twin_volume_fraction
1e-07,840365314.29876,817238218.92906,767285355.66108,0.030668991155711,-0.021397521833018,0.075611595295964,20000000,6.4108414937074e-09,2.9680619619553e-08,6.2436676842517e-09,1,522.45255967949,522.45255967949,478.34955985307,478.34955985307,500.45443016952,469.49681216362,485.15847318871,477.51978385761,511.06324589343,478.00789374769,483.24030053928,497.44924415109,488.80274212836,529.2889568201,490.73249442365,505.1222992109,510.19525239849,493.99622482225,471.0259920923,479.34515223088,476.84501809629,501.61894763558,477.80159565809,488.80274212836,481.30567907201,488.47820496958,506.00557610331,472.25923960163,493.77766644881,479.52113989831,518.02930998126,480.44703704877,485.33034466423,507.24173784583,511.32814361461,525.22479908497,489.49034338372,509.29130391733,501.53735110911,529.86208679331,490.82540327205,499.53967414605,516.99442503364,511.32814361461,484.9054047705,484.9054047705,483.31228065493,483.31228065493,-2.2646011915615e-52,8.6688419873232e-55,-5.4200045531931e-53,-3.9385095670479e-51,1.5933195934309e-53,3.3969264028549e-49,-2.515742597007e-52,1.3270530951388e-53,-4.1076197752371e-54,7.8320171729199e-52,5.5107013702302e-54,-2.6420947122632e-50,-1.0566024024627e-55,-1.1096278737354e-54,1.6570828648574e-53,-1.4170370002435e-51,-2.0743234830314e-54,4.4640316365516e-53,2.3978255424888e-49,-2.8922358974131e-52,-8.1494022413772e-54,-7.7513004144341e-54,1.6124007351017e-52,-9.3491808840312e-51,2.3381936925508e-53,-3.2194795718078e-50,2.619935639333e-55,1.0635920639679e-49,-1.3610442334187e-52,-2.5592579769398e-54,4.5895464563276e-55,3.7145484138069e-51,1.5436848064492e-54,-9.1746222803895e-51,-1.5216665288219e-53,-4.1179042370663e-54,5.1025806578007e-53,-3.3928960304256e-52,-4.2451605337449e-54,-6.241303949595e-55,2.1191215759234e-54,-4.0102235828182e-51,-2.5295162013793e-55,-2.2953674880476e-53,-8.8345904762164e-53,-5.5040892381972e-52,1.1093463117992e-52,4.99282033925e-51,646.97508864753,646.97508864753,602.8720888211,602.8720888211,624.97695913755,594.01934113165,609.68100215675,602.04231282565,635.58577486146,602.53042271572,607.76282950732,621.97177311912,613.3252710964,653.81148578814,615.25502339169,629.64482817894,634.71778136652,618.51875379028,595.54852106034,603.86768119891,601.36754706432,626.14147660362,602.32412462613,613.3252710964,605.82820804005,613.00073393762,630.52810507134,596.78176856967,618.30019541685,604.04366886635,642.5518389493,604.96956601681,609.85287363226,631.76426681387,635.85067258265,649.747328053,614.01287235175,633.81383288536,626.05988007714,654.38461576135,615.34793224008,624.06220311408,641.51695400167,635.85067258265,609.42793373854,609.42793373854,607.83480962296,607.83480962296,0,4.4330653458056,0.9677652677302,4.6512694028862,0.878765316155,0
