time,disloc_density_0,disloc_density_1,disloc_density_10,disloc_density_11,disloc_density_2,disloc_density_3,disloc_density_4,disloc_density_5,disloc_density_6,disloc_density_7,disloc_density_8,disloc_density_9,disp_y,fp_yy,slip_increment_0,slip_increment_1,slip_increment_10,slip_increment_11,slip_increment_2,slip_increment_3,slip_increment_4,slip_increment_5,slip_increment_6,slip_increment_7,slip_increment_8,slip_increment_9,stress_vm,stress_yy,total_twin_volume_fraction
0.00056125,21680334.470048,20000000,20000000,21680333.769868,21680333.332361,21680333.373084,20000000,21680334.259024,21680333.964245,20000000,21680334.414226,21680334.286615,0.0001648168176412,1.0350448588933,29.78227877747,0,0,-29.779258497263,-29.779271058025,-29.779275530785,0,-29.779249156275,-29.779265140504,0,-29.779234892404,29.782263469276,2960.8762356653,2960.8762361993,0
0.00057125,21697256.488151,20000000,20000000,21697256.617965,21697256.566611,21697256.495473,20000000,21697256.48304,21697256.516435,20000000,21697256.43153,21697256.484047,0.0001677534204217,1.0360507604088,29.729312044216,0,0,-29.725687000567,-29.725713601336,-29.725712101411,0,-29.725656563981,-29.7256766406,0,-29.725647190804,29.729322729509,2957.0057546418,2957.0057551738,0
0.00058125,21712889.99322,20000000,20000000,21712891.14797,21712891.042007,21712890.963043,20000000,21712889.683519,21712891.187917,20000000,21712889.756194,21712889.737977,0.000170690023103,1.0370558839579,29.676107160713,0,0,-29.675399635327,-29.675402076212,-29.675406728193,0,-29.675408421993,-29.675407286892,0,-29.675430076562,29.676113842956,2953.2597041535,2953.2597046839,0
0.00059125,21727188.654923,20000000,20000000,21727189.753769,21727190.10461,21727189.69907,20000000,21727189.23084,21727189.951045,20000000,21727189.730492,21727188.612411,0.00017362662533643,1.0380602667803,29.627884725482,0,0,-29.622930290113,-29.622936531183,-29.622940963109,0,-29.623019033234,-29.622927467557,0,-29.623015641819,29.627872545114,2949.6316232174,2949.6316237459,0
0.00059625,21733690.63569,20000000,20000000,21733691.193644,21733691.183418,21733691.525961,20000000,21733690.573871,21733691.38879,20000000,21733691.06923,21733689.983351,0.00017509492651569,1.0385704287472,30.083051235699,0,0,-30.078453409314,-30.078430542673,-30.078454005326,0,-30.078483322206,-30.078440820949,0,-30.078454268055,30.083036282435,2946.6311138484,2946.6311148785,0
0.00060125,21744945.158814,20000000,20000000,21744944.941672,21744944.91596,21744944.863562,20000000,21744944.931758,21744944.857688,20000000,21744945.087922,21744945.122867,0.00017656322773925,1.0390742670882,29.694119506756,0,0,-29.692523974834,-29.692519849152,-29.692505682775,0,-29.692555728627,-29.692507869864,0,-29.692527323394,29.694128657673,2944.5770890126,2944.57709008,0
0.00060625,21752068.188655,20000000,20000000,21752067.73365,21752067.478304,21752067.518232,20000000,21752068.016598,21752067.891903,20000000,21752068.135621,21752068.078826,0.00017803152900628,1.039574839445,29.487511348412,0,0,-29.485950122449,-29.485951879924,-29.485957259368,0,-29.485950713873,-29.48595921466,0,-29.485940409753,29.487493484826,2943.0116870455,2943.0116881339,0
0.00061125,21756959.076011,20000000,20000000,21756958.48407,21756958.774099,21756958.529744,20000000,21756959.147176,21756959.022691,20000000,21756958.905458,21756958.961613,0.00017949983030184,1.0400753863828,29.472247841366,0,0,-29.469896253589,-29.469911890725,-29.46991154353,0,-29.469878391234,-29.469890520086,0,-29.469871055336,29.472250451808,2941.4514494753,2941.4514505659,0
0.00061625,21761652.183454,20000000,20000000,21761652.208978,21761652.193625,21761652.365926,20000000,21761652.377048,21761652.445883,20000000,21761652.420399,21761652.42555,0.00018096813159303,1.0405763405229,29.481579751669,0,0,-29.480180072328,-29.48019462833,-29.480190728807,0,-29.480162002311,-29.48016870119,0,-29.480161324302,29.48157174318,2939.8321611516,2939.8321622419,0
0.00062125,21766429.420723,20000000,20000000,21766429.668427,21766429.652059,21766429.627745,20000000,21766429.364557,21766429.673485,20000000,21766429.406754,21766429.381654,0.0001824364328759,1.0410772920675,29.466660835509,0,0,-29.466334287015,-29.46633458779,-29.466337569559,0,-29.466338469006,-29.466337019133,0,-29.466348826432,29.466663159776,2938.215046724,2938.2150478163,0
0.00062625,21771016.179512,20000000,20000000,21771016.470037,21771016.473513,21771016.477837,20000000,21771016.282985,21771016.5007,20000000,21771016.406181,21771016.25937,0.00018390473413679,1.0415780531268,29.441634421196,0,0,-29.440606190054,-29.440607145512,-29.440608155588,0,-29.440624498375,-29.440605474549,0,-29.440623419276,29.441632082576,2936.6280072685,2936.6280083639,0
0.00063125,21775301.221279,20000000,20000000,21775301.315055,21775301.298159,21775301.415268,20000000,21775301.175926,21775301.341172,20000000,21775301.133126,21775301.093074,0.00018537303539519,1.0420786408831,29.417241737019,0,0,-29.41631832005,-29.416314612051,-29.416317381011,0,-29.416325178836,-29.416316080799,0,-29.416319284583,29.417238880025,2935.0683848988,2935.0683859973,0
0.00063625,21779304.36237,20000000,20000000,21779304.278529,21779304.310961,21779304.30445,20000000,21779304.325743,21779304.305386,20000000,21779304.355315,21779304.363562,0.00018684133665635,1.0425790942973,29.394921835745,0,0,-29.394606063871,-29.39460534992,-29.394602573628,0,-29.394611584605,-29.394602870053,0,-29.39460689062,29.394923730398,2933.5302496652,2933.5302507667,0
0.00064125,21783051.412692,20000000,20000000,21783051.232844,21783051.229425,21783051.266657,20000000,21783051.34365,21783051.369557,20000000,21783051.37037,21783051.389241,0.00018830963792439,1.0430794247444,29.373622558499,0,0,-29.373305335839,-29.373305451398,-29.373306676278,0,-29.373305253138,-29.373306905611,0,-29.37330308581,29.373618846715,2932.0118504042,2932.0118515085,0
0.00064625,21786546.120315,20000000,20000000,21786545.993984,21786546.038615,21786546.09316,20000000,21786546.120847,21786546.115356,20000000,21786546.072031,21786546.082996,0.00018977793919855,1.0435796320579,29.35240165641,0,0,-29.351928385221,-29.351931446076,-29.351931346955,0,-29.351924577451,-29.351927003501,0,-29.351923087692,29.352402101978,2930.5132071125,2930.5132082198,0
0.00065125,21789793.500211,20000000,20000000,21789793.45346,21789793.482074,21789793.501484,20000000,21789793.498581,21789793.511493,20000000,21789793.500838,21789793.505922,0.00019124624047385,1.0440797173856,29.331097423556,0,0,-29.330817768695,-29.330820762245,-29.330819871504,0,-29.330814061015,-29.330815456302,0,-29.330813963295,29.331095935476,2929.0341623127,2929.0341634228,0
0.00065625,21792797.23602,20000000,20000000,21792797.281788,21792797.279283,21792797.268163,20000000,21792797.220372,21792797.278127,20000000,21792797.248614,21792797.233503,0.00019271454174648,1.0445796840451,29.309988932932,0,0,-29.309921577554,-29.309921495676,-29.309922272953,0,-29.309922482549,-29.309922073476,0,-29.309924546057,29.309989325458,2927.5742202361,2927.574221349,0
0.00066125,21795558.680064,20000000,20000000,21795558.680664,21795558.64826,21795558.719754,20000000,21795558.634739,21795558.669783,20000000,21795558.583388,21795558.694633,0.0001941828430165,1.0450795355566,29.289287162481,0,0,-29.289081257184,-29.289081411537,-29.289081635738,0,-29.289084917518,-29.289081096725,0,-29.289084701909,29.289286714146,2926.1328281013,2926.1328292171,0
0.00066625,21798082.026986,20000000,20000000,21798082.050479,21798082.045622,21798082.063518,20000000,21798082.06689,21798082.060047,20000000,21798082.085676,21798082.011785,0.00019565114428486,1.0455792749843,29.268710951437,0,0,-29.268527013431,-29.268526719007,-29.268526831556,0,-29.268528827566,-29.268526567758,0,-29.268527666476,29.268710411692,2924.7094845588,2924.7094856774,0
0.00067125,21800372.450698,20000000,20000000,21800372.435298,21800372.420411,21800372.45457,20000000,21800372.450859,21800372.454745,20000000,21800372.461081,21800372.42131,0.00019711944555344,1.0460789051669,29.24827492366,0,0,-29.248212769746,-29.248212634583,-29.248212118622,0,-29.248213484974,-29.248212131565,0,-29.2482129743,29.248275299658,2923.3037233065,2923.3037244279,0
0.00067625,21802433.138615,20000000,20000000,21802433.129064,21802433.120032,21802433.165682,20000000,21802433.151801,21802433.155429,20000000,21802433.166312,21802433.13467,0.0001985877468233,1.0465784289496,29.228094163473,0,0,-29.228029570463,-29.228029457411,-29.228029737686,0,-29.228029102818,-29.228029868764,0,-29.228028656151,29.228093390267,2921.9150896906,2921.9150908149,0
0.00068125,21804267.420548,20000000,20000000,21804267.400205,21804267.387499,21804267.437058,20000000,21804267.427868,21804267.432879,20000000,21804267.437978,21804267.415103,0.00020005604809427,1.0470778492101,29.208115628122,0,0,-29.208020187248,-29.20802079361,-29.208020772821,0,-29.20801939956,-29.208019908449,0,-29.208019097509,29.208115703399,2920.5431364291,2920.5431375562,0
0.00068625,21805878.863593,20000000,20000000,21805878.843178,21805878.856968,21805878.862513,20000000,21805878.861303,21805878.857009,20000000,21805878.882627,21805878.846483,0.0002015243493656,1.0475771687919,29.18829034591,0,0,-29.188233753884,-29.188234371549,-29.188234180312,0,-29.188233008527,-29.188233321119,0,-29.188232992698,29.188289987177,2919.1874260882,2919.1874272181,0
0.00069125,21807271.03334,20000000,20000000,21807271.028416,21807271.033392,21807271.045026,20000000,21807271.04623,21807271.038984,20000000,21807271.06925,21807271.020366,0.0002029926506365,1.0480763904479,29.168642712371,0,0,-29.168629503615,-29.168629456763,-29.16862964242,0,-29.168629694191,-29.168629594997,0,-29.168630090961,29.168642777163,2917.8475322772,2917.8475334099,0
0.00069625,21808447.244359,20000000,20000000,21808447.244419,21808447.244451,21808447.260163,20000000,21808447.261534,21808447.255042,20000000,21808447.28288,21808447.230342,0.00020446095190686,1.0485755168257,29.149206362659,0,0,-29.149166079902,-29.149166102194,-29.149166153664,0,-29.149166804638,-29.149166043391,0,-29.149166775416,29.149206284278,2916.5230393276,2916.5230404631,0
0.00070125,21809410.855404,20000000,20000000,21809410.850673,21809410.847728,21809410.867257,20000000,21809410.867249,21809410.863346,20000000,21809410.885868,21809410.837863,0.00020592925317687,1.0490745504856,29.129925607978,0,0,-29.12988975115,-29.12988983646,-29.129889717446,0,-29.129890253915,-29.129889661429,0,-29.12989003724,29.129925512937,2915.2135417578,2915.2135428961,0
0.00070625,21810165.169505,20000000,20000000,21810165.156931,21810165.157734,21810165.174862,20000000,21810165.173359,21810165.171536,20000000,21810165.190323,21810165.149271,0.00020739755444691,1.0495734939268,29.110802271234,0,0,-29.110790391757,-29.110790329327,-29.110790159243,0,-29.110790332361,-29.11079012515,0,-29.110790403428,29.110802338715,2913.918643942,2913.918645083,0
0.00071125,21810713.418471,20000000,20000000,21810713.401229,21810713.406441,21810713.419901,20000000,21810713.417775,21810713.41638,20000000,21810713.434793,21810713.39794,0.00020886585571725,1.0500723496048,29.091855969674,0,0,-29.09184229164,-29.091842259619,-29.091842338449,0,-29.091842184481,-29.091842378401,0,-29.091842105373,29.091855806225,2912.6379598811,2912.6379610249,0
0.00071625,21811058.760336,20000000,20000000,21811058.74352,21811058.750771,21811058.761994,20000000,21811058.760192,21811058.757913,20000000,21811058.778271,21811058.741348,0.00021033415698784,1.0505711199328,29.073072605124,0,0,-29.073052787796,-29.073052908942,-29.073052911947,0,-29.073052636048,-29.073052761644,0,-29.073052572633,29.073072613729,2911.3711129757,2911.3711141223,0
0.00072125,21811204.287584,20000000,20000000,21811204.274244,21811204.280805,21811204.291967,20000000,21811204.290884,21811204.287459,20000000,21811204.309947,21811204.270437,0.00021180245825847,1.0510698072725,29.054440120883,0,0,-29.054427924686,-29.054428052095,-29.05442801924,0,-29.054427784371,-29.054427872617,0,-29.054427779343,29.054439960051,2910.1177357875,2910.1177369369,0
0.00072625,21811153.037627,20000000,20000000,21811153.027563,21811153.032306,21811153.044591,20000000,21811153.044017,21811153.040008,20000000,21811153.06336,21811153.021451,0.000213270759529,1.0515684139262,29.035960249459,0,0,-29.035957458683,-29.035957526126,-29.03595756177,0,-29.035957697218,-29.035957553947,0,-29.035957511429,29.035960192514,2908.8774698035,2908.8774709557,0
0.00073125,21810907.998702,20000000,20000000,21810907.98978,21810907.993364,21810908.006529,20000000,21810908.006002,21810908.002129,20000000,21810908.024982,21810907.982449,0.00021473906079943,1.0520669421341,29.017637249894,0,0,-29.017629953314,-29.017629952996,-29.01762996776,0,-29.017630091678,-29.017629943484,0,-29.017630097181,29.017637253381,2907.6499652093,2907.6499663641,0
0.00073625,21810472.10988,20000000,20000000,21810472.100107,21810472.103899,21810472.116958,20000000,21810472.116148,21810472.112769,20000000,21810472.134573,21810472.093066,0.00021620736206979,1.0525653940788,28.999458298693,0,0,-28.999451809917,-28.99945182642,-28.999451803863,0,-28.999451971974,-28.999451790125,0,-28.999451900667,28.999458282394,2906.434880669,2906.4348818266,0
0.00074125,21809848.25816,20000000,20000000,21809848.246904,21809848.251813,21809848.263972,20000000,21809848.262843,21809848.259863,20000000,21809848.280925,21809848.240969,0.00021767566334018,1.0530637718913,28.981421262395,0,0,-28.981418848904,-28.981418820878,-28.981418806032,0,-28.981418815933,-28.981418786733,0,-28.981418834711,28.981421268424,2905.2318831126,2905.231884273,0
0.00074625,21809039.276362,20000000,20000000,21809039.264262,21809039.270291,21809039.281414,20000000,21809039.28014,21809039.277239,20000000,21809039.298207,21809039.259282,0.00021914396461061,1.0535620776558,28.963526415767,0,0,-28.963522825772,-28.963522828302,-28.963522839533,0,-28.963522829049,-28.963522878021,0,-28.963522811473,28.963526377396,2904.0406475284,2904.0406486915,0
0.00075125,21808047.943604,20000000,20000000,21808047.931692,21808047.938256,21808047.94872,20000000,21808047.947499,21808047.944422,20000000,21808047.965741,21808047.927001,0.00022061226588109,1.0540603134109,28.945769279193,0,0,-28.945764476959,-28.945764501359,-28.945764510777,0,-28.945764457219,-28.945764505418,0,-28.94576444138,28.945769230476,2902.8608567612,2902.860857927,0
0.00075625,21806876.987776,20000000,20000000,21806876.976675,21806876.983199,21806876.993458,20000000,21806876.992376,21806876.989068,20000000,21806877.010773,21806876.971702,0.00022208056715159,1.0545584811485,28.9281452153,0,0,-28.928141748302,-28.928141774708,-28.928141776681,0,-28.928141731302,-28.928141772337,0,-28.928141727297,28.928145106914,2901.6922013163,2901.6922024849,0
0.00076125,21805529.088361,20000000,20000000,21805529.078036,21805529.084336,21805529.094585,20000000,21805529.093603,21805529.090173,20000000,21805529.112021,21805529.072638,0.00022354886842216,1.0550565828133,28.910651965659,0,0,-28.910650448216,-28.910650443169,-28.910650423496,0,-28.910650565002,-28.910650401904,0,-28.910650416953,28.910651934875,2900.5343791694,2900.5343803407,0
0.00076625,21804006.878325,20000000,20000000,21804006.868345,21804006.874612,21804006.884751,20000000,21804006.883774,21804006.88036,20000000,21804006.902092,21804006.862741,0.00022501716969271,1.0555546203032,28.893288133117,0,0,-28.893286623975,-28.893286640706,-28.893286628739,0,-28.893286689248,-28.893286628548,0,-28.893286605821,28.893288124949,2899.3870955805,2899.3870967545,0
0.00077125,21802312.944859,20000000,20000000,21802312.934821,21802312.941357,21802312.951168,20000000,21802312.950126,21802312.946799,20000000,21802312.968307,21802312.929322,0.00022648547096323,1.0560525954703,28.876049862337,0,0,-28.876048265976,-28.876048277753,-28.876048264243,0,-28.876048296704,-28.876048261252,0,-28.876048221704,28.876049857862,2898.2500629142,2898.250064091,0
0.00077625,21800449.82959,20000000,20000000,21800449.819362,21800449.826343,21800449.835675,20000000,21800449.83456,21800449.831302,20000000,21800449.852644,21800449.814137,0.00022795377223377,1.0565505101239,28.858934162324,0,0,-28.858932681312,-28.858932684676,-28.858932690852,0,-28.858932702048,-28.858932671662,0,-28.858932646063,28.858934159504,2897.1230004646,2897.1230016441,0
0.00078125,21798420.028926,20000000,20000000,21798420.018636,21798420.026032,21798420.034887,20000000,21798420.033732,21798420.030481,20000000,21798420.051781,21798420.013657,0.00022942207350432,1.0570483660312,28.841938749087,0,0,-28.841936910809,-28.841936923171,-28.841936941553,0,-28.841936924001,-28.841936964289,0,-28.841936934179,28.841938680826,2896.0056342843,2896.0056354665,0
0.00078625,21796225.994894,20000000,20000000,21796225.98475,21796225.992421,21796226.000894,20000000,21796225.99974,21796225.996446,20000000,21796226.01779,21796225.979881,0.00023089037477489,1.0575461649194,28.825060996114,0,0,-28.82505891219,-28.825058924786,-28.825058945687,0,-28.825058915044,-28.825058959829,0,-28.825058927181,28.825060914435,2894.8976970188,2894.8976982037,0
0.00079125,21793870.13632,20000000,20000000,21793870.12645,21793870.134273,21793870.142461,20000000,21793870.141326,21793870.137978,20000000,21793870.159372,21793870.121574,0.00023235867604546,1.0580439084753,28.808298001128,0,0,-28.808296129212,-28.808296183539,-28.808296183521,0,-28.808296173549,-28.808296217283,0,-28.808296190187,28.808297905969,2893.7989277452,2893.7989289329,0
0.00079625,21791354.820059,20000000,20000000,21791354.810455,21791354.818402,21791354.826336,20000000,21791354.825212,21791354.82183,20000000,21791354.843229,21791354.805542,0.00023382697731603,1.0585415983468,28.791647456844,0,0,-28.791645930922,-28.791646028578,-28.79164598245,0,-28.791646025203,-28.79164601762,0,-28.79164604441,28.791647446052,2892.7090718151,2892.7090730054,0
0.00080125,21788682.372015,20000000,20000000,21788682.362592,21788682.37071,21788682.378361,20000000,21788682.37723,21788682.37384,20000000,21788682.395195,21788682.357685,0.00023529527858659,1.0590392361426,28.775107218243,0,0,-28.775105763318,-28.775105815513,-28.775105806701,0,-28.775105853006,-28.775105795948,0,-28.775105786655,28.775107204173,2891.6278807016,2891.6278818946,0
0.00080625,21785855.077948,20000000,20000000,21785855.068624,21785855.076979,21785855.084299,20000000,21785855.083146,21785855.079761,20000000,21785855.101053,21785855.063788,0.00023676357985714,1.0595368234343,28.758674699481,0,0,-28.758673223344,-28.758673288202,-28.758673276709,0,-28.758673315417,-28.758673266893,0,-28.758673255035,28.758674684775,2890.5551118507,2890.5551130464,0
0.00081125,21782875.184153,20000000,20000000,21782875.174901,21782875.183525,21782875.190485,20000000,21782875.189308,21782875.185927,20000000,21782875.207166,21782875.170169,0.00023823188112771,1.0600343617565,28.742347590745,0,0,-28.742346049338,-28.74234613078,-28.742346104729,0,-28.742346135233,-28.742346141429,0,-28.742346152193,28.742347577547,2889.4905285366,2889.490529735,0
0.00081625,21779744.898159,20000000,20000000,21779744.889002,21779744.897887,21779744.904492,20000000,21779744.903296,21779744.899908,20000000,21779744.921118,21779744.884371,0.00023970018239827,1.0605318526085,28.726123652498,0,0,-28.726122060554,-28.726122128253,-28.726122116758,0,-28.726122129538,-28.726122153497,0,-28.726122145713,28.726123641371,2888.4338997206,2888.4339009217,0
0.00082125,21776466.389506,20000000,20000000,21776466.380487,21776466.3896,21776466.395872,20000000,21776466.394667,21776466.391261,20000000,21776466.412458,21776466.375929,0.00024116848366884,1.0610292974549,28.7100007222,0,0,-28.709999100936,-28.709999168501,-28.709999156764,0,-28.70999916782,-28.709999193817,0,-28.709999184301,28.710000691765,2887.3849999138,2887.3850011176,0
0.00082625,21773041.790575,20000000,20000000,21773041.78172,21773041.791034,21773041.796995,20000000,21773041.795784,21773041.792357,20000000,21773041.813543,21773041.77721,0.00024263678493941,1.0615266977265,28.693976604033,0,0,-28.69397502322,-28.693975099596,-28.693975078259,0,-28.693975098984,-28.693975115392,0,-28.693975116366,28.693976590488,2886.3436090438,2886.3436102503,0
0.00083125,21769473.197403,20000000,20000000,21769473.188709,21769473.198219,21769473.203875,20000000,21769473.202657,21769473.199212,20000000,21769473.220378,21769473.184242,0.00024410508620998,1.0620240548204,28.67804925318,0,0,-28.678047704854,-28.678047790325,-28.678047759475,0,-28.678047791056,-28.678047796597,0,-28.678047809157,28.678049242397,2885.3095123242,2885.3095135334,0
0.00083625,21765762.67045,20000000,20000000,21765762.661903,21765762.671619,21765762.676964,20000000,21765762.675736,21765762.672277,20000000,21765762.693413,21765762.657487,0.00024557338748056,1.0625213701016,28.662216609288,0,0,-28.662215075132,-28.662215164062,-28.662215129689,0,-28.662215166209,-28.662215166666,0,-28.662215184475,28.662216597888,2884.2825001279,2884.2825013398,0
0.00084125,21761912.235321,20000000,20000000,21761912.226903,21761912.236839,21761912.241864,20000000,21761912.240621,21761912.237151,20000000,21761912.258255,21761912.222551,0.00024704168875113,1.0630186449034,28.646476667857,0,0,-28.646475130151,-28.646475217009,-28.646475184931,0,-28.646475219773,-28.646475221856,0,-28.646475237795,28.646476656508,2883.2623678641,2883.2623690786,0
0.00084625,21757923.883433,20000000,20000000,21757923.875139,21757923.885296,21757923.890001,20000000,21757923.888742,21757923.885261,20000000,21757923.906333,21757923.870858,0.0002485099900217,1.0635158805278,28.630827479424,0,0,-28.630825929087,-28.630826011934,-28.630825984327,0,-28.63082601458,-28.630826021176,0,-28.63082603224,28.630827468452,2882.2489158573,2882.2489170746,0
0.00085125,21753799.572688,20000000,20000000,21753799.564522,21753799.574898,21753799.579284,20000000,21753799.578012,21753799.574516,20000000,21753799.595562,21753799.560312,0.00024997829129228,1.0640130782468,28.615267143162,0,0,-28.61526558316,-28.61526566348,-28.615265638619,0,-28.615265665435,-28.615265675412,0,-28.615265683044,28.615267132661,2881.241949231,2881.2419504509,0
0.00085625,21749541.228145,20000000,20000000,21749541.220116,21749541.2307,21749541.234776,20000000,21749541.233491,21749541.229979,20000000,21749541.251002,21749541.215971,0.00025144659256286,1.064510239303,28.599793803702,0,0,-28.599792242553,-28.599792322459,-28.599792297639,0,-28.599792324583,-28.599792334805,0,-28.599792342007,28.599793793621,2880.2412777929,2880.2412790155,0
0.00086125,21745150.742688,20000000,20000000,21745150.734802,21745150.745588,21745150.749358,20000000,21745150.748062,21745150.744532,20000000,21745150.765532,21745150.730717,0.00025291489383343,1.0650073649101,28.584405647792,0,0,-28.584404091898,-28.584404173972,-28.584404146995,0,-28.584404176011,-28.584404184062,0,-28.584404193663,28.584405637718,2879.246715924,2879.2467171492,0
0.00086625,21740629.977684,20000000,20000000,21740629.96994,21740629.980926,21740629.984392,20000000,21740629.983085,21740629.979537,20000000,21740630.000514,21740629.965913,0.00025438319510401,1.0655044562535,28.569100903157,0,0,-28.56909935299,-28.569099437221,-28.569099408196,0,-28.569099439729,-28.569099445103,0,-28.569099457581,28.569100892998,2878.2580824702,2878.2580836981,0
0.00087125,21735980.763617,20000000,20000000,21735980.756011,21735980.7672,21735980.770362,20000000,21735980.769041,21735980.765477,20000000,21735980.786428,21735980.752045,0.0002558514963746,1.0660015144911,28.55387783752,0,0,-28.553876290523,-28.553876375951,-28.553876345837,0,-28.553876378371,-28.553876382494,0,-28.553876396528,28.553877827316,2877.2752006368,2877.2752018674,0
0.00087625,21731204.900703,20000000,20000000,21731204.89323,21731204.904623,21731204.90748,20000000,21731204.906146,21731204.902565,20000000,21731204.92349,21731204.889327,0.00025731979764518,1.066498540754,28.538734759356,0,0,-28.538733212018,-28.538733297667,-28.538733267721,0,-28.538733300266,-28.53873330414,0,-28.538733318338,28.538734749236,2876.2978978853,2876.2978991186,0
0.00088125,21726304.159479,20000000,20000000,21726304.152138,21726304.163735,21726304.166289,20000000,21726304.16494,21726304.161342,20000000,21726304.182242,21726304.1483,0.00025878809891576,1.066995536147,28.523670017459,0,0,-28.523668468002,-28.523668552928,-28.523668523891,0,-28.523668555607,-28.523668560214,0,-28.523668573811,28.523670007556,2875.3260058334,2875.3260070694,0
0.00088625,21721280.281398,20000000,20000000,21721280.27419,21721280.28599,21721280.288241,20000000,21721280.286879,21721280.283263,20000000,21721280.304139,21721280.270416,0.00026025640018635,1.067492501749,28.508681999389,0,0,-28.50868044853,-28.50868053292,-28.508680504242,0,-28.508680535509,-28.50868054053,0,-28.508680553734,28.508681989689,2874.359360157,2874.3593613956,0
0.00089125,21716134.979397,20000000,20000000,21716134.972324,21716134.984321,21716134.986276,20000000,21716134.9849,21716134.981266,20000000,21716135.002117,21716134.968613,0.00026172470145693,1.067989438614,28.493769130218,0,0,-28.493767579281,-28.493767663794,-28.49376763505,0,-28.493767666809,-28.493767671625,0,-28.493767684928,28.493769120748,2873.3978004948,2873.3978017361,0
0.00089625,21710869.938462,20000000,20000000,21710869.931526,21710869.943718,21710869.945377,20000000,21710869.943988,21710869.940335,20000000,21710869.961163,21710869.927878,0.00026319300272752,1.0684863477716,28.478929871328,0,0,-28.478928321459,-28.478928406878,-28.478928377367,0,-28.478928410024,-28.478928414187,0,-28.478928428041,28.47892986199,2872.4411703556,2872.4411715996,0
0.00090125,21705486.816183,20000000,20000000,21705486.809384,21705486.821771,21705486.823135,20000000,21705486.821732,21705486.818059,20000000,21705486.838863,21705486.805798,0.00026466130399811,1.0689832302272,28.464162719291,0,0,-28.464161170852,-28.464161257003,-28.46416122691,0,-28.464161260093,-28.46416126366,0,-28.464161278504,28.464162710062,2871.4893170275,2871.4893182742,0
0.00090625,21699987.243289,20000000,20000000,21699987.236626,21699987.249207,21699987.250278,20000000,21699987.248861,21699987.245169,20000000,21699987.265949,21699987.233102,0.0002661296052687,1.0694800869628,28.449466205093,0,0,-28.449464657596,-28.449464744007,-28.44946471341,0,-28.44946474747,-28.449464750206,0,-28.449464765907,28.449466195998,2870.5420914897,2870.542092739,0
0.00091125,21694372.824176,20000000,20000000,21694372.81765,21694372.830423,21694372.831201,20000000,21694372.82977,21694372.82606,20000000,21694372.846814,21694372.81419,0.00026759790653929,1.0699769189376,28.434838893537,0,0,-28.434837346352,-28.434837433011,-28.434837402448,0,-28.434837436377,-28.434837438672,0,-28.43483745492,28.434838884439,2869.599348326,2869.599349578,0
0.00091625,21688645.137421,20000000,20000000,21688645.131029,21688645.143993,21688645.144481,20000000,21688645.143036,21688645.139306,20000000,21688645.160037,21688645.127632,0.00026906620780989,1.0704737270885,28.420279382535,0,0,-28.4202778356,-28.420277922123,-28.42027789145,0,-28.420277925642,-28.420277927695,0,-28.420277943962,28.420279373598,2868.6609456411,2868.6609468957,0
0.00092125,21682805.73628,20000000,20000000,21682805.730023,21682805.743173,21682805.743375,20000000,21682805.741916,21682805.738165,20000000,21682805.758872,21682805.726688,0.00027053450908048,1.0709705123303,28.405786302512,0,0,-28.40578475535,-28.405784842389,-28.405784811448,0,-28.40578484596,-28.405784847564,0,-28.405784864203,28.405786293705,2867.7267449783,2867.7267462357,0
0.00092625,21676856.149182,20000000,20000000,21676856.14306,21676856.156395,21676856.156314,20000000,21676856.154841,21676856.151068,20000000,21676856.171752,21676856.139788,0.00027200281035108,1.0714672755567,28.39135831521,0,0,-28.391356768152,-28.391356855423,-28.39135682437,0,-28.391356859322,-28.391356860501,0,-28.391356877401,28.39135830652,2866.7966112401,2866.7966125002,0
0.00093125,21670797.880215,20000000,20000000,21670797.874227,21670797.887746,21670797.887384,20000000,21670797.885895,21670797.8821,20000000,21670797.90276,21670797.871018,0.00027347111162167,1.0719640176402,28.376994112878,0,0,-28.376992565684,-28.376992653565,-28.376992622479,0,-28.37699265773,-28.376992658497,0,-28.376992676026,28.376994104275,2865.8704126096,2865.8704138723,0
0.00093625,21664632.40959,20000000,20000000,21664632.403737,21664632.41744,21664632.416795,20000000,21664632.415292,21664632.411474,20000000,21664632.432107,21664632.40059,0.00027493941289227,1.0724607394333,28.362692417278,0,0,-28.362690870709,-28.362690959099,-28.362690927564,0,-28.36269096302,-28.362690963931,0,-28.362690981624,28.362692408923,2864.9480204745,2864.9480217399,0
0.00094125,21658361.194104,20000000,20000000,21658361.188386,21658361.202274,21658361.201346,20000000,21658361.19983,21658361.195987,20000000,21658361.216597,21658361.185302,0.00027640771416287,1.0729574417681,28.348451979847,0,0,-28.348450434066,-28.34845052255,-28.348450490566,0,-28.348450526431,-28.348450527171,0,-28.348450545307,28.348451971739,2864.0293093535,2864.0293106216,0
0.00094625,21651985.667592,20000000,20000000,21651985.662012,21651985.676079,21651985.674874,20000000,21651985.673343,21651985.669476,20000000,21651985.690064,21651985.65899,0.00027787601543347,1.0734541254576,28.334271580484,0,0,-28.334270035097,-28.334270123778,-28.334270091548,0,-28.334270127462,-28.334270127982,0,-28.334270146697,28.334271572361,2863.1141568231,2863.1141580939,0
