time,disloc_density,disp_x,disp_y,disp_z,fp_yy,gd_0,gd_1,gd_10,gd_11,gd_12,gd_13,gd_14,gd_15,gd_16,gd_17,gd_18,gd_19,gd_2,gd_20,gd_21,gd_22,gd_23,gd_24,gd_25,gd_26,gd_27,gd_28,gd_29,gd_3,gd_30,gd_31,gd_32,gd_33,gd_34,gd_35,gd_36,gd_37,gd_38,gd_39,gd_4,gd_40,gd_41,gd_42,gd_43,gd_44,gd_45,gd_46,gd_47,gd_5,gd_6,gd_7,gd_8,gd_9,slip_increment_0,slip_increment_1,slip_increment_10,slip_increment_11,slip_increment_12,slip_increment_13,slip_increment_14,slip_increment_15,slip_increment_16,slip_increment_17,slip_increment_18,slip_increment_19,slip_increment_2,slip_increment_20,slip_increment_21,slip_increment_22,slip_increment_23,slip_increment_24,slip_increment_25,slip_increment_26,slip_increment_27,slip_increment_28,slip_increment_29,slip_increment_3,slip_increment_30,slip_increment_31,slip_increment_32,slip_increment_33,slip_increment_34,slip_increment_35,slip_increment_36,slip_increment_37,slip_increment_38,slip_increment_39,slip_increment_4,slip_increment_40,slip_increment_41,slip_increment_42,slip_increment_43,slip_increment_44,slip_increment_45,slip_increment_46,slip_increment_47,slip_increment_5,slip_increment_6,slip_increment_7,slip_increment_8,slip_increment_9,slip_resistance_0,slip_resistance_1,slip_resistance_10,slip_resistance_11,slip_resistance_12,slip_resistance_13,slip_resistance_14,slip_resistance_15,slip_resistance_16,slip_resistance_17,slip_resistance_18,slip_resistance_19,slip_resistance_2,slip_resistance_20,slip_resistance_21,slip_resistance_22,slip_resistance_23,slip_resistance_24,slip_resistance_25,slip_resistance_26,slip_resistance_27,slip_resistance_28,slip_resistance_29,slip_resistance_3,slip_resistance_30,slip_resistance_31,slip_resistance_32,slip_resistance_33,slip_resistance_34,slip_resistance_35,slip_resistance_36,slip_resistance_37,slip_resistance_38,slip_resistance_39,slip_resistance_4,slip_resistance_40,slip_resistance_41,slip_resistance_42,slip_resistance_43,slip_resistance_44,slip_resistance_45,slip_resistance_46,slip_resistance_47,slip_resistance_5,slip_resistance_6,slip_resistance_7,slip_resistance_8,slip_resistance_9,sliprate,stress_vm,stress_xx,stress_yy,stress_zz,total_twin_volume_fraction
0.0001,20000000,1.429019180571e-05,5.7877214058941e-05,5.2969902116073e-05,1,607.67959772498,607.67959772498,607.67959772498,607.67959772498,607.67959772498,607.67959772498,607.67959772498,607.67959772498,607.67959772498,607.67959772498,607.67959772498,607.67959772498,607.67959772498,607.67959772498,607.67959772498,607.67959772498,607.67959772498,607.67959772498,607.67959772498,607.67959772498,607.67959772498,607.67959772498,607.67959772498,607.67959772498,607.67959772498,607.67959772498,607.67959772498,607.67959772498,607.67959772498,607.67959772498,607.67959772498,607.67959772498,607.67959772498,607.67959772498,607.67959772498,607.67959772498,607.67959772498,607.67959772498,607.67959772498,607.67959772498,607.67959772498,607.67959772498,607.67959772498,607.67959772498,607.67959772498,607.67959772498,607.67959772498,607.67959772498,5.338025518527e-72,1.6231280824789e-72,-5.3361584734367e-71,1.1142159685045e-71,-7.708917835052e-71,4.4671498128774e-72,2.3789158365936e-71,-1.6005056060901e-70,1.1449769257954e-70,-3.2090273541987e-71,2.7028001390618e-70,1.3850539356693e-70,5.6950552560326e-70,2.3046867617313e-71,5.6862955064205e-72,1.2204453849148e-75,1.4955628107822e-71,-3.8195324383747e-70,3.5921992117148e-72,6.7026353604693e-72,-6.8044197784652e-71,1.5854611307399e-70,-3.1307865056202e-70,-3.8500942185081e-71,5.9957977683799e-71,1.0906597449678e-70,-1.877661473698e-71,1.6333015443504e-71,4.1109020806829e-71,-2.5410195131165e-70,4.5306552040357e-71,3.8541509650558e-71,6.6789603756084e-70,8.4858479842356e-71,-8.0392737411381e-72,5.13750668186e-71,5.001568148127e-72,-3.8351276475418e-73,2.1981530725523e-71,4.715937252576e-72,-3.4868856242611e-71,-2.8855769151827e-72,3.8574218279189e-72,5.0964098949154e-71,-9.5604960142481e-71,-1.9017935651354e-71,-1.0886084567807e-69,6.5887638910756e-71,732.20212669302,732.20212669302,732.20212669302,732.20212669302,732.20212669302,732.20212669302,732.20212669302,732.20212669302,732.20212669302,732.20212669302,732.20212669302,732.20212669302,732.20212669302,732.20212669302,732.20212669302,732.20212669302,732.20212669302,732.20212669302,732.20212669302,732.20212669302,732.20212669302,732.20212669302,732.20212669302,732.20212669302,732.20212669302,732.20212669302,732.20212669302,732.20212669302,732.20212669302,732.20212669302,732.20212669302,732.20212669302,732.20212669302,732.20212669302,732.20212669302,732.20212669302,732.20212669302,732.20212669302,732.20212669302,732.20212669302,732.20212669302,732.20212669302,732.20212669302,732.20212669302,732.20212669302,732.20212669302,732.20212669302,732.20212669302,0,0.54218767648592,0.1758487426727,0.37969368050567,0.14243789534945,0
0.0002,20000000,3.0981109601289e-05,0.00011896153455243,0.00010768657492922,1,607.67959772498,607.67959772498,607.67959772498,607.67959772498,607.67959772498,607.67959772498,607.67959772498,607.67959772498,607.67959772498,607.67959772498,607.67959772498,607.67959772498,607.67959772498,607.67959772498,607.67959772498,607.67959772498,607.67959772498,607.67959772498,607.67959772498,607.67959772498,607.67959772498,607.67959772498,607.67959772498,607.67959772498,607.67959772498,607.67959772498,607.67959772498,607.67959772498,607.67959772498,607.67959772498,607.67959772498,607.67959772498,607.67959772498,607.67959772498,607.67959772498,607.67959772498,607.67959772498,607.67959772498,607.67959772498,607.67959772498,607.67959772498,607.67959772498,607.67959772498,607.67959772498,607.67959772498,607.67959772498,607.67959772498,607.67959772498,6.5786819641229e-66,1.2967053479024e-66,-3.527336137872e-65,1.1696365087261e-65,-7.0677192025322e-65,4.1532272917416e-66,1.4697307696477e-65,-1.7126596413732e-64,1.0473482016674e-64,-2.1198775702094e-65,2.7308437180528e-64,1.5749475796311e-64,5.9199508254535e-64,2.6448215531464e-65,8.8381367685549e-66,-1.4209906850277e-67,1.9840399618169e-65,-3.3571248958365e-64,4.3979701144829e-66,3.8241459344095e-66,-6.4354624082908e-65,1.5411353012664e-64,-2.588240323624e-64,-3.8306202950177e-65,5.7216381945341e-65,1.2078903046205e-64,-1.9928297798389e-65,1.5416109078855e-65,2.8068976613403e-65,-2.6328205098367e-64,3.9246884410496e-65,4.0975172734201e-65,6.8082965172924e-64,9.9064139025427e-65,-8.2621289420627e-66,5.8773237374683e-65,6.1142797427372e-66,-3.7907912736834e-67,2.9325026449633e-65,5.418546992491e-66,-3.3319868998359e-65,-3.1016813727507e-66,5.2882745820751e-66,5.1778030433374e-65,-9.3310988460518e-65,-1.6554011320465e-65,-9.3138700942118e-64,7.2495390821282e-65,732.20212669302,732.20212669302,732.20212669302,732.20212669302,732.20212669302,732.20212669302,732.20212669302,732.20212669302,732.20212669302,732.20212669302,732.20212669302,732.20212669302,732.20212669302,732.20212669302,732.20212669302,732.20212669302,732.20212669302,732.20212669302,732.20212669302,732.20212669302,732.20212669302,732.20212669302,732.20212669302,732.20212669302,732.20212669302,732.20212669302,732.20212669302,732.20212669302,732.20212669302,732.20212669302,732.20212669302,732.20212669302,732.20212669302,732.20212669302,732.20212669302,732.20212669302,732.20212669302,732.20212669302,732.20212669302,732.20212669302,732.20212669302,732.20212669302,732.20212669302,732.20212669302,732.20212669302,732.20212669302,732.20212669302,732.20212669302,1.17618745879e-65,1.067823412153,0.34550993274463,0.78095988800486,0.30475020395198,0
