time,disloc_density,disp_x,disp_y,disp_z,fp_yy,gd_0,gd_1,gd_10,gd_11,gd_12,gd_13,gd_14,gd_15,gd_16,gd_17,gd_18,gd_19,gd_2,gd_20,gd_21,gd_22,gd_23,gd_24,gd_25,gd_26,gd_27,gd_28,gd_29,gd_3,gd_30,gd_31,gd_32,gd_33,gd_34,gd_35,gd_36,gd_37,gd_38,gd_39,gd_4,gd_40,gd_41,gd_42,gd_43,gd_44,gd_45,gd_46,gd_47,gd_5,gd_6,gd_7,gd_8,gd_9,slip_increment_0,slip_increment_1,slip_increment_10,slip_increment_11,slip_increment_12,slip_increment_13,slip_increment_14,slip_increment_15,slip_increment_16,slip_increment_17,slip_increment_18,slip_increment_19,slip_increment_2,slip_increment_20,slip_increment_21,slip_increment_22,slip_increment_23,slip_increment_24,slip_increment_25,slip_increment_26,slip_increment_27,slip_increment_28,slip_increment_29,slip_increment_3,slip_increment_30,slip_increment_31,slip_increment_32,slip_increment_33,slip_increment_34,slip_increment_35,slip_increment_36,slip_increment_37,slip_increment_38,slip_increment_39,slip_increment_4,slip_increment_40,slip_increment_41,slip_increment_42,slip_increment_43,slip_increment_44,slip_increment_45,slip_increment_46,slip_increment_47,slip_increment_5,slip_increment_6,slip_increment_7,slip_increment_8,slip_increment_9,slip_resistance_0,slip_resistance_1,slip_resistance_10,slip_resistance_11,slip_resistance_12,slip_resistance_13,slip_resistance_14,slip_resistance_15,slip_resistance_16,slip_resistance_17,slip_resistance_18,slip_resistance_19,slip_resistance_2,slip_resistance_20,slip_resistance_21,slip_resistance_22,slip_resistance_23,slip_resistance_24,slip_resistance_25,slip_resistance_26,slip_resistance_27,slip_resistance_28,slip_resistance_29,slip_resistance_3,slip_resistance_30,slip_resistance_31,slip_resistance_32,slip_resistance_33,slip_resistance_34,slip_resistance_35,slip_resistance_36,slip_resistance_37,slip_resistance_38,slip_resistance_39,slip_resistance_4,slip_resistance_40,slip_resistance_41,slip_resistance_42,slip_resistance_43,slip_resistance_44,slip_resistance_45,slip_resistance_46,slip_resistance_47,slip_resistance_5,slip_resistance_6,slip_resistance_7,slip_resistance_8,slip_resistance_9,sliprate,stress_vm,stress_xx,stress_yy,stress_zz,total_twin_volume_fraction
5.21875e-05,97611752.505049,4.6916501658808e-06,1.5489869681159e-05,6.258112430329e-06,1.0040816114633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.84651002654159,-0.28780731810349,-2.1222357649476,6.0746045959046,2.8014532413141,1.5551253893264,-3.6154167611617,1.4986453514924,2.7384236552851,-0.37188965739863,1.2507576962714,-5.3102019172032,1.3664693239286,-1.754517228801,1.172191449696,-3.7159686436535,2.4057093977329,5.0304994648894,-1.0625844223355,-5.670314909681,0.95547423658735,1.8105699569784,0.25268404780962,-4.8256982592098,2.5395866935092,-1.83414814178,0.61132935900052,1.3705710250643,-1.5463942963575,1.2140107741365,1.452051613188,-0.052693081852586,0.72746842703409,-4.3968833158811,-2.2214020898155,-3.7724312978966,5.2320537698502,-2.2723060886569,3.4580565749231,-0.37787005684803,-1.6972765026749,-6.7894944195771,0.63165765312134,-2.476670949283,-3.7256651186042,1.0268791601746,4.3112002912532,-4.4251154577007,140.15043383734,140.15043383734,140.15043383734,140.15043383734,140.15043383734,140.15043383734,140.15043383734,140.15043383734,140.15043383734,140.15043383734,140.15043383734,140.15043383734,140.15043383734,140.15043383734,140.15043383734,140.15043383734,140.15043383734,140.15043383734,140.15043383734,140.15043383734,140.15043383734,140.15043383734,140.15043383734,140.15043383734,140.15043383734,140.15043383734,140.15043383734,140.15043383734,140.15043383734,140.15043383734,140.15043383734,140.15043383734,140.15043383734,140.15043383734,140.15043383734,140.15043383734,140.15043383734,140.15043383734,140.15043383734,140.15043383734,140.15043383734,140.15043383734,140.15043383734,140.15043383734,140.15043383734,140.15043383734,140.15043383734,140.15043383734,227.89368693347,260.53041099477,-0.042580021716804,238.28441234762,-0.046440982204935,0
5.28125e-05,98919838.952169,4.7502416617594e-06,1.5674979488428e-05,6.3402387758969e-06,1.0041419912199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.85039085983425,-0.29514494323602,-2.1097937518358,6.0617381462012,2.8064372537364,1.551509717469,-3.6132400003137,1.5031692350481,2.7383813882651,-0.37357983058701,1.25481629254,-5.3085784372751,1.3663276512296,-1.7568822884293,1.1757221067464,-3.7242260875532,2.4042023955251,5.0296306623064,-1.0618749253272,-5.6535786822545,0.96431814732579,1.805876050135,0.25185635914044,-4.815377914281,2.542443712776,-1.8292359890906,0.61852272318107,1.3690994812711,-1.5496086177843,1.2189607262457,1.4516884505332,-0.057712420639501,0.72912798944205,-4.3990477754997,-2.2201747948856,-3.7708954035158,5.2289613830163,-2.2803859493914,3.452471872958,-0.38162068784881,-1.69243655341,-6.7920377753128,0.63193059404145,-2.4680709469611,-3.717132658624,1.0224335294878,4.3079928881607,-4.4247109418832,140.38942622796,140.38942622796,140.38942622796,140.38942622796,140.38942622796,140.38942622796,140.38942622796,140.38942622796,140.38942622796,140.38942622796,140.38942622796,140.38942622796,140.38942622796,140.38942622796,140.38942622796,140.38942622796,140.38942622796,140.38942622796,140.38942622796,140.38942622796,140.38942622796,140.38942622796,140.38942622796,140.38942622796,140.38942622796,140.38942622796,140.38942622796,140.38942622796,140.38942622796,140.38942622796,140.38942622796,140.38942622796,140.38942622796,140.38942622796,140.38942622796,140.38942622796,140.38942622796,140.38942622796,140.38942622796,140.38942622796,140.38942622796,140.38942622796,140.38942622796,140.38942622796,140.38942622796,140.38942622796,140.38942622796,140.38942622796,227.97375508337,261.14377227821,-0.043412933100521,238.75471916459,-0.04730215793753,0
5.34375e-05,100233188.99748,4.8087874877782e-06,1.5860086241763e-05,6.4223007973745e-06,1.0042023708449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.85415787916263,-0.30223097111777,-2.0974259106297,6.0492321510991,2.8113272956339,1.5479260492058,-3.6110810254631,1.50756321162,2.7383481387772,-0.37520956833125,1.2588593010524,-5.3070924857219,1.3662416838596,-1.7590704479321,1.1792406534339,-3.7323775788632,2.4027033721996,5.0287707708734,-1.0611728311994,-5.6372164626196,0.97306020877664,1.8012972468235,0.25102750495303,-4.8051890816635,2.5452939592804,-1.8245584663719,0.62557966942897,1.3676097583671,-1.5528169511282,1.2236765948225,1.4513152678303,-0.06260233194498,0.73078928817998,-4.4011272932945,-2.2189671198256,-3.7693095509072,5.2259681561496,-2.2883273446109,3.4470022674136,-0.38522501201279,-1.6876795890317,-6.794548682229,0.6323457509298,-2.4596933328203,-3.7089496002597,1.0181869272766,4.3047506008652,-4.4242026900574,140.62849351453,140.62849351453,140.62849351453,140.62849351453,140.62849351453,140.62849351453,140.62849351453,140.62849351453,140.62849351453,140.62849351453,140.62849351453,140.62849351453,140.62849351453,140.62849351453,140.62849351453,140.62849351453,140.62849351453,140.62849351453,140.62849351453,140.62849351453,140.62849351453,140.62849351453,140.62849351453,140.62849351453,140.62849351453,140.62849351453,140.62849351453,140.62849351453,140.62849351453,140.62849351453,140.62849351453,140.62849351453,140.62849351453,140.62849351453,140.62849351453,140.62849351453,140.62849351453,140.62849351453,140.62849351453,140.62849351453,140.62849351453,140.62849351453,140.62849351453,140.62849351453,140.62849351453,140.62849351453,140.62849351453,140.62849351453,228.05174869073,261.75484487811,-0.04425102653741,239.22422997445,-0.048168410415246,0
5.40625e-05,101551728.85192,4.8672880745796e-06,1.6045190058522e-05,6.5043004658294e-06,1.0042627502888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.85781561868604,-0.30907376269769,-2.0851221470578,6.0370718041055,2.8161231044519,1.5443716222396,-3.6089388910179,1.5118237772965,2.7383237252478,-0.37677744761518,1.2628873816058,-5.3057319948891,1.3662165841351,-1.7610992981717,1.1827414460725,-3.7404250671712,2.401201323423,5.0279141632499,-1.0604807912408,-5.6212194788028,0.98169983040547,1.7968306105618,0.25019612763083,-4.7951490531292,2.5481326567834,-1.8201036186052,0.63250151828793,1.3661007863573,-1.5560154023718,1.2281611695687,1.4509344451615,-0.067353057467026,0.73245570810899,-4.4031192473904,-2.2177820184808,-3.7676907018662,5.2230732288083,-2.2961355290634,3.4416389675731,-0.38869477692831,-1.683014826482,-6.7970295092771,0.63288541943876,-2.4515385835683,-3.7011028910548,1.0141331761662,4.3014679287594,-4.4235971743947,140.86763355376,140.86763355376,140.86763355376,140.86763355376,140.86763355376,140.86763355376,140.86763355376,140.86763355376,140.86763355376,140.86763355376,140.86763355376,140.86763355376,140.86763355376,140.86763355376,140.86763355376,140.86763355376,140.86763355376,140.86763355376,140.86763355376,140.86763355376,140.86763355376,140.86763355376,140.86763355376,140.86763355376,140.86763355376,140.86763355376,140.86763355376,140.86763355376,140.86763355376,140.86763355376,140.86763355376,140.86763355376,140.86763355376,140.86763355376,140.86763355376,140.86763355376,140.86763355376,140.86763355376,140.86763355376,140.86763355376,140.86763355376,140.86763355376,140.86763355376,140.86763355376,140.86763355376,140.86763355376,140.86763355376,140.86763355376,228.12774081857,262.36369114902,-0.045094283463586,239.69297013743,-0.049039711757908,0
5.46875e-05,102875374.25,4.9257438117974e-06,1.6230291050951e-05,6.5862397406366e-06,1.0043231295076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.86136749284949,-0.3156816703044,-2.0728753976231,6.0252424101614,2.8208248175013,1.5408439706678,-3.606812994233,1.5159479214138,2.7383080230808,-0.37828211198834,1.2669019562735,-5.3044864852754,1.3662566034628,-1.7629861143011,1.1862197636999,-3.7483705385311,2.3996860532972,5.0270560545136,-1.0598012894279,-5.6055793553069,0.99023546560272,1.7924732595303,0.24936140220121,-4.785272407818,2.5509572089425,-1.815861174844,0.63928980844713,1.3645719887061,-1.5592006786831,1.2324180366037,1.4505483790509,-0.071956597660893,0.73413047353972,-4.4050218110052,-2.2166220481026,-3.7660558098177,5.2202759511832,-2.3038154395836,3.436374330266,-0.39204103386663,-1.6784499633397,-6.7994826113449,0.63353240871444,-2.4436077963846,-3.6935795994033,1.0102664827269,4.2981402151409,-4.4229004860515,141.10684427661,141.10684427661,141.10684427661,141.10684427661,141.10684427661,141.10684427661,141.10684427661,141.10684427661,141.10684427661,141.10684427661,141.10684427661,141.10684427661,141.10684427661,141.10684427661,141.10684427661,141.10684427661,141.10684427661,141.10684427661,141.10684427661,141.10684427661,141.10684427661,141.10684427661,141.10684427661,141.10684427661,141.10684427661,141.10684427661,141.10684427661,141.10684427661,141.10684427661,141.10684427661,141.10684427661,141.10684427661,141.10684427661,141.10684427661,141.10684427661,141.10684427661,141.10684427661,141.10684427661,141.10684427661,141.10684427661,141.10684427661,141.10684427661,141.10684427661,141.10684427661,141.10684427661,141.10684427661,141.10684427661,141.10684427661,228.20180143419,262.97037093387,-0.045942682888702,240.16096370516,-0.049916032780705,0
5.53125e-05,104204032.19708,4.9841550472372e-06,1.6415389326698e-05,6.6681205545937e-06,1.004383508462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.86481582998264,-0.32206286751173,-2.0606818302714,6.0137294885013,2.8254330470211,1.5373409416742,-3.604703097036,1.5199333788668,2.7383009284412,-0.37972267669582,1.2709051064043,-5.3033468719931,1.3663647116008,-1.7647473970312,1.1896718402354,-3.7562159501541,2.3981483312421,5.0261926135889,-1.0591365205449,-5.5902881601571,0.99866495260296,1.7882223732014,0.24852278286712,-4.7755709173654,2.5537672807923,-1.8118223614354,0.6459463490091,1.3630232273624,-1.5623699935655,1.236451535233,1.4501594630042,-0.07640715378109,0.73581643491293,-4.4068338483048,-2.2154893349643,-3.764421119778,5.2175757518297,-2.3113716711131,3.4312017812467,-0.39527392263835,-1.6739909217317,-6.8019102499803,0.6342702995412,-2.4359020991032,-3.686367088328,1.0065813545542,4.2947636826896,-4.4221181731484,141.34612368524,141.34612368524,141.34612368524,141.34612368524,141.34612368524,141.34612368524,141.34612368524,141.34612368524,141.34612368524,141.34612368524,141.34612368524,141.34612368524,141.34612368524,141.34612368524,141.34612368524,141.34612368524,141.34612368524,141.34612368524,141.34612368524,141.34612368524,141.34612368524,141.34612368524,141.34612368524,141.34612368524,141.34612368524,141.34612368524,141.34612368524,141.34612368524,141.34612368524,141.34612368524,141.34612368524,141.34612368524,141.34612368524,141.34612368524,141.34612368524,141.34612368524,141.34612368524,141.34612368524,141.34612368524,141.34612368524,141.34612368524,141.34612368524,141.34612368524,141.34612368524,141.34612368524,141.34612368524,141.34612368524,141.34612368524,228.27399759132,263.57494172218,-0.046796207924982,240.62823361793,-0.050797347496628,0
5.59375e-05,105537603.28964,5.0425220874801e-06,1.6600484989153e-05,6.7499448003676e-06,1.0044438871166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.86816195943309,-0.32822519367251,-2.0485408582724,6.0025188802023,2.8299489172975,1.5338606784235,-3.6026092994358,1.5237787963191,2.7383023129586,-0.38109902962966,1.2748994146947,-5.3023051827756,1.3665422448898,-1.7663984779889,1.1930948710077,-3.7639631624486,2.3965799857882,5.0253210026715,-1.0584883084662,-5.5753383984615,1.0069858249441,1.7840751650194,0.24767979328687,-4.7660535197834,2.556564744108,-1.8079796275957,0.6524732551861,1.3614546957509,-1.5655209643908,1.2402666746776,1.4497700657575,-0.080701391588741,0.73751583178883,-4.4085547615232,-2.2143855493447,-3.7628015593284,5.2149720155865,-2.3188084735082,3.4261157150681,-0.39840250512248,-1.6696416516904,-6.8043144698478,0.6350836445443,-2.4284221472836,-3.6794531246055,1.0030725525264,4.2913354253667,-4.4212551780638,141.58546984956,141.58546984956,141.58546984956,141.58546984956,141.58546984956,141.58546984956,141.58546984956,141.58546984956,141.58546984956,141.58546984956,141.58546984956,141.58546984956,141.58546984956,141.58546984956,141.58546984956,141.58546984956,141.58546984956,141.58546984956,141.58546984956,141.58546984956,141.58546984956,141.58546984956,141.58546984956,141.58546984956,141.58546984956,141.58546984956,141.58546984956,141.58546984956,141.58546984956,141.58546984956,141.58546984956,141.58546984956,141.58546984956,141.58546984956,141.58546984956,141.58546984956,141.58546984956,141.58546984956,141.58546984956,141.58546984956,141.58546984956,141.58546984956,141.58546984956,141.58546984956,141.58546984956,141.58546984956,141.58546984956,141.58546984956,228.34439306813,264.17745883389,-0.047654839748809,241.09480188957,-0.051683629354604,0
5.65625e-05,106875984.64411,5.1008451992756e-06,1.6785578137667e-05,6.8317143177192e-06,1.0045042654395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.87140635503989,-0.3341760240317,-2.0364549047194,5.9915968499453,2.8343740621551,1.530401644401,-3.6005320003827,1.527483792837,2.7383119857938,-0.38241199666019,1.2788877306274,-5.3013542565278,1.3667886232974,-1.7679531940224,1.1964869864634,-3.7716139210438,2.3949739900703,5.024439353649,-1.057858011356,-5.560722979328,1.0151955577842,1.7800288638754,0.24683187475427,-4.7567263929909,2.5593533934361,-1.8043263407331,0.65887295720145,1.3598668536352,-1.5686515294864,1.2438690095759,1.4493825084602,-0.084838505249248,0.73923005436734,-4.4101843345079,-2.2133118871179,-3.7612102178529,5.2124639750471,-2.3261297564944,3.42111140228,-0.40143465326611,-1.6654040251881,-6.806697054198,0.63595815392728,-2.4211676990889,-3.6728259319763,0.999735048013,4.2878533634,-4.4203157814361,141.82488090293,141.82488090293,141.82488090293,141.82488090293,141.82488090293,141.82488090293,141.82488090293,141.82488090293,141.82488090293,141.82488090293,141.82488090293,141.82488090293,141.82488090293,141.82488090293,141.82488090293,141.82488090293,141.82488090293,141.82488090293,141.82488090293,141.82488090293,141.82488090293,141.82488090293,141.82488090293,141.82488090293,141.82488090293,141.82488090293,141.82488090293,141.82488090293,141.82488090293,141.82488090293,141.82488090293,141.82488090293,141.82488090293,141.82488090293,141.82488090293,141.82488090293,141.82488090293,141.82488090293,141.82488090293,141.82488090293,141.82488090293,141.82488090293,141.82488090293,141.82488090293,141.82488090293,141.82488090293,141.82488090293,141.82488090293,228.41304758661,264.77797562158,-0.048518560557204,241.56068974964,-0.052574852805593,0
5.71875e-05,108219073.38253,5.1591246122057e-06,1.6970668867637e-05,6.9134308832662e-06,1.0045646434015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.87454883334411,-0.33992218456849,-2.0244288682108,5.9809501959394,2.8387105944211,1.5269626913992,-3.5984718419398,1.5310489379995,2.7383296742499,-0.38366337356932,1.282872888025,-5.3004874764572,1.3671011835637,-1.7694236381552,1.1998471883099,-3.7791698636895,2.3933245073017,5.0235467009411,-1.0572464365779,-5.5464351615266,1.0232917784864,1.7760807105251,0.24597829516739,-4.7475930675249,2.5621384668116,-1.8008564761839,0.66514819591202,1.3582604357268,-1.5717598747462,1.2472644998166,1.4489990423526,-0.088820100839943,0.74095943312834,-4.4117226138521,-2.2122690475147,-3.7596579284992,5.2100506289152,-2.3333391040927,3.4161848983846,-0.40437699363402,-1.6612778459626,-6.8090595025308,0.63688082637847,-2.4141372653206,-3.6664742078086,0.99656397295657,4.2843161760396,-4.4193035761485,142.06435503705,142.06435503705,142.06435503705,142.06435503705,142.06435503705,142.06435503705,142.06435503705,142.06435503705,142.06435503705,142.06435503705,142.06435503705,142.06435503705,142.06435503705,142.06435503705,142.06435503705,142.06435503705,142.06435503705,142.06435503705,142.06435503705,142.06435503705,142.06435503705,142.06435503705,142.06435503705,142.06435503705,142.06435503705,142.06435503705,142.06435503705,142.06435503705,142.06435503705,142.06435503705,142.06435503705,142.06435503705,142.06435503705,142.06435503705,142.06435503705,142.06435503705,142.06435503705,142.06435503705,142.06435503705,142.06435503705,142.06435503705,142.06435503705,142.06435503705,142.06435503705,142.06435503705,142.06435503705,142.06435503705,142.06435503705,228.48001602287,265.37654367729,-0.049387354364162,242.02591774639,-0.053470995014737,0
5.78125e-05,109566770.49913,5.217360521771e-06,1.7155757270495e-05,6.9950962019111e-06,1.0046250209761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.87758878856913,-0.34546991736783,-2.0124694412656,5.9705663663177,2.842961054327,1.5235432064983,-3.5964296372415,1.5344756740943,2.7383550042864,-0.38485584787796,1.2868574027207,-5.2996985106719,1.3674751693524,-1.7708200113102,1.20317525357,-3.7866325428285,2.3916269071445,5.0226428958991,-1.056653727916,-5.5324684778786,1.0312724183901,1.7722279502264,0.24511811376285,-4.7386545696338,2.5649260422213,-1.797564279373,0.67130199919696,1.3566365546724,-1.5748443639808,1.2504593853426,1.4486218159412,-0.092649937390287,0.74270308669085,-4.4131698107954,-2.2112572179381,-3.7581529876141,5.2077306923052,-2.3404397921694,3.4113329578891,-0.40723491606555,-1.6572609817384,-6.8114030241399,0.63784003448221,-2.4073278401381,-3.6603871071983,0.99355455660808,4.2807232360441,-4.4182214594518,142.30389049631,142.30389049631,142.30389049631,142.30389049631,142.30389049631,142.30389049631,142.30389049631,142.30389049631,142.30389049631,142.30389049631,142.30389049631,142.30389049631,142.30389049631,142.30389049631,142.30389049631,142.30389049631,142.30389049631,142.30389049631,142.30389049631,142.30389049631,142.30389049631,142.30389049631,142.30389049631,142.30389049631,142.30389049631,142.30389049631,142.30389049631,142.30389049631,142.30389049631,142.30389049631,142.30389049631,142.30389049631,142.30389049631,142.30389049631,142.30389049631,142.30389049631,142.30389049631,142.30389049631,142.30389049631,142.30389049631,142.30389049631,142.30389049631,142.30389049631,142.30389049631,142.30389049631,142.30389049631,142.30389049631,142.30389049631,228.54534790486,265.9732130304,-0.050261203923971,242.49050582251,-0.054372032110484,0
5.84375e-05,110918984.81106,5.2755530933735e-06,1.7340843433631e-05,7.0767119003055e-06,1.0046853981388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.88052544264272,-0.35082489478863,-2.0005842599976,5.9604335401721,2.847128340716,1.5201432813496,-3.5944062885973,1.537766216992,2.738387511622,-0.38599284846845,1.2908431765707,-5.2989812183834,1.3679038949929,-1.7721505574506,1.2064716038007,-3.7940034504538,2.3898777488625,5.0217285035718,-1.0560792661285,-5.5188166450721,1.0391358388872,1.7684678598281,0.24425018702277,-4.7299096068447,2.5677223422722,-1.7944440698758,0.67733764827772,1.3549968586811,-1.5779034685376,1.2534601018632,1.4482528494261,-0.096333575908475,0.74445885055235,-4.4145262916589,-2.2102760496911,-3.7567009919757,5.2055025689485,-2.3474347934219,3.4065529495813,-0.41001263417528,-1.653349616596,-6.8137285476972,0.63882556143887,-2.4007347016,-3.6545541911721,0.99070205294948,4.2770745414299,-4.4170716179102,142.54348557209,142.54348557209,142.54348557209,142.54348557209,142.54348557209,142.54348557209,142.54348557209,142.54348557209,142.54348557209,142.54348557209,142.54348557209,142.54348557209,142.54348557209,142.54348557209,142.54348557209,142.54348557209,142.54348557209,142.54348557209,142.54348557209,142.54348557209,142.54348557209,142.54348557209,142.54348557209,142.54348557209,142.54348557209,142.54348557209,142.54348557209,142.54348557209,142.54348557209,142.54348557209,142.54348557209,142.54348557209,142.54348557209,142.54348557209,142.54348557209,142.54348557209,142.54348557209,142.54348557209,142.54348557209,142.54348557209,142.54348557209,142.54348557209,142.54348557209,142.54348557209,142.54348557209,142.54348557209,142.54348557209,142.54348557209,228.60908741042,266.56803231716,-0.051140094216106,242.95447335203,-0.0552779435988,0
5.90625e-05,112275636.60616,5.3337024668106e-06,1.75259274403e-05,7.1582795224863e-06,1.0047457748669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.88335807374313,-0.35599226887991,-1.9887810859263,5.9505407087119,2.8512156324638,1.5167638869297,-3.5924027057873,1.5409234637417,2.7384266699159,-0.38707835357177,1.294831256488,-5.298329524117,1.3683790772836,-1.7734215813003,1.2097371527958,-3.8012840343038,2.388074753966,5.020804705187,-1.0555215814649,-5.505473477016,1.0468809259375,1.7647978007353,0.24337320904981,-4.7213547930556,2.570533092096,-1.7914900095449,0.68325862935591,1.3533437128275,-1.5809356973439,1.2562732531629,1.4478940068207,-0.099877980079898,0.74622330223964,-4.415792547815,-2.2093246458352,-3.7553048110712,5.2033643484651,-2.3543267727562,3.4018427816611,-0.41271328462518,-1.6495385994021,-6.816036733813,0.63982861508002,-2.3943512994283,-3.6489653466251,0.98800166445044,4.2733706708438,-4.415855514931,142.78313859776,142.78313859776,142.78313859776,142.78313859776,142.78313859776,142.78313859776,142.78313859776,142.78313859776,142.78313859776,142.78313859776,142.78313859776,142.78313859776,142.78313859776,142.78313859776,142.78313859776,142.78313859776,142.78313859776,142.78313859776,142.78313859776,142.78313859776,142.78313859776,142.78313859776,142.78313859776,142.78313859776,142.78313859776,142.78313859776,142.78313859776,142.78313859776,142.78313859776,142.78313859776,142.78313859776,142.78313859776,142.78313859776,142.78313859776,142.78313859776,142.78313859776,142.78313859776,142.78313859776,142.78313859776,142.78313859776,142.78313859776,142.78313859776,142.78313859776,142.78313859776,142.78313859776,142.78313859776,142.78313859776,142.78313859776,228.67127391829,267.16104890638,-0.052024009631819,243.41783915529,-0.056188709551522,0
5.96875e-05,113636660.58663,5.3918087607844e-06,1.7711009369503e-05,7.2398005264557e-06,1.0048061511394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.88608622151945,-0.36097675492129,-1.977067118643,5.9408777122307,2.8552263001686,1.5134069945192,-3.5904197227359,1.5439509138731,2.7384719272234,-0.38811668712088,1.2988216824182,-5.2977374262479,1.3688912916805,-1.7746375479757,1.2129731538347,-3.8084757036112,2.3862167430337,5.0198731906585,-1.0549783109868,-5.4924327962997,1.0545071507542,1.761215270136,0.24248577106178,-4.7129849197647,2.5733630169944,-1.7886960129784,0.6890685815472,1.351680345726,-1.5839395247216,1.2589056333571,1.4475469764842,-0.10329110876902,0.74799188235613,-4.4169692232636,-2.208401543177,-3.7539646943553,5.2013138298607,-2.3611180711889,3.3972008353832,-0.41533906242902,-1.6458218402948,-6.8183279937609,0.64084178092324,-2.3881692388214,-3.6436106863075,0.98544847901966,4.2696127382688,-4.4145738885169,143.02284794435,143.02284794435,143.02284794435,143.02284794435,143.02284794435,143.02284794435,143.02284794435,143.02284794435,143.02284794435,143.02284794435,143.02284794435,143.02284794435,143.02284794435,143.02284794435,143.02284794435,143.02284794435,143.02284794435,143.02284794435,143.02284794435,143.02284794435,143.02284794435,143.02284794435,143.02284794435,143.02284794435,143.02284794435,143.02284794435,143.02284794435,143.02284794435,143.02284794435,143.02284794435,143.02284794435,143.02284794435,143.02284794435,143.02284794435,143.02284794435,143.02284794435,143.02284794435,143.02284794435,143.02284794435,143.02284794435,143.02284794435,143.02284794435,143.02284794435,143.02284794435,143.02284794435,143.02284794435,143.02284794435,143.02284794435,228.73194277473,267.75230899057,-0.052912938634267,243.88062149661,-0.057104314803097,0
